id_empresa,nombre_empresa,id_empresa_bandera,direccion,localidad,provincia,region,latitud,longitud
6708,ALFA SUR S.R.L,4,AV.VALPARAISO 4490,CORDOBA,CORDOBA,Centro,-31.464846,-64.186904
6711,M B ENERGY SRL,4,Av San Millan Esq. Carlos Araoz 0,CERRILLOS,SALTA,Noroeste,-24.892014,-65.481491
6713,L.P. GAS S.A.,1,72 Nro. 1352 Esq. 22,LA PLATA,BUENOS AIRES,Pampeana,-34.94571,-57.942774
6719,PETROLOBOS S.A.,6,RUTA 41 KM 175,LOBOS,BUENOS AIRES,Pampeana,-35.19519,-59.11475
6721,BLAT S.A.,1,colectora ruta 6 184,LOS CARDALES,BUENOS AIRES,Pampeana,-34.325148044,-58.990373635
6722,PETROSURCO S.A.,2,CALLE 32 Nº 677,GRAL. PICO,LA PAMPA,Pampeana,-35.65491,-63.74796
6723,ECONOMIC FUEL S.R.L.,26,BOULERVAR CONCORDIA 885,SAN SALVADOR,ENTRE RIOS,Centro,-31.61703,-58.49776
6724,ECO GAS SRL,4,AVENIDA JUAN B. JUSTO 1601,SAN MIGUEL DE TUCUMAN,TUCUMAN,Cuyo,-26.810498,-65.191549
6726,OPERADORA DE ESTACIONES DE SERVICIOS S.A.,2,AV. SAN MARTÍN Y URIBURU,ROSARIO,SANTA FE,Centro,-32.99034,-60.64624
6727,LA COLONIA S.A.,4,9 DE JULIO Y MENDOZA,GRAL. ROCA,RIO NEGRO,Patagonia,-39.030734,-67.564417
6728,GNC EXPRESS S.C.,1,GODOY 1107,NEUQUEN,NEUQUEN,Patagonia,-38.942692,-68.117206
6729,SBS OIL S.A.,4,AV. PTE. PERON 399,SAN FERNANDO,BUENOS AIRES,Pampeana,-34.43619,-58.561496
6730,BATAGLIA MARCELO BENITO,1,RUTA PROVINCIAL Nº 20 KM 54,URDINARRAIN,ENTRE RIOS,Centro,-32.686574,-58.867919
6731,POZZO ARDIZZI S.A.,26,RUTA NACIONAL 3 NRO. 966,VIEDMA,RIO NEGRO,Patagonia,-40.81344,-63.01938
6736,ITAL PAVON S.A.,4,H. YRIGOYEN 345,AVELLANEDA,BUENOS AIRES,Pampeana,-34.661188,-58.375545
6740,LA CALDERA S.A.,1,AVDA SAN MILLAN 65,CERRILLOS,SALTA,Noroeste,-24.89919,-65.48591
6741,ESTACION R.L. IV,1,AV. BELGRANO Y MOSCONI,BELLA VISTA,TUCUMAN,Cuyo,-27.03368,-65.30681
6742,MANESA S.A.,1,FLORENCIO VARELA 136,BERAZATEGUI,BUENOS AIRES,Pampeana,-34.755156,-58.232155
6744,GENERACION CARO S.A.,28,RUTA 188 Y CALLE 22,BOWEN,MENDOZA,Cuyo,-34.97766,-67.4899
6746,ESTACION DE SERVICIOS EL TRIUNFO SRL,2,OLAVARRIA ESQ. RIOJA,SALTA,SALTA,Noroeste,-24.79711,-65.43263
6748,SAN ANTONIO SRL,1,AV. SAN MARTIN 4523,COLONIA CAROYA,CORDOBA,Centro,-31.026366,-64.055608
6752,CINKO S.R.L.,28,AV. BERNARDINO RIVADAVIA 601 Y FREIRE,AVELLANEDA,BUENOS AIRES,Pampeana,-34.66812,-58.38832
6753,GARCIA OSCAR GERMAN E HIJOS S.R.L.,2,11 DE JULIO Y PALLAVICINI 900,LOS ANTIGUOS,SANTA CRUZ,Patagonia,-46.55041,-71.62767
6757,ZEN S.A.,2,ENRIQUE CARBO 878,PARANA,ENTRE RIOS,Centro,-31.74286,-60.52094
6760,DEL GOLF COMBUSTIBLES S.A.,1,Avda.Alvear 2484,JOSE INGENIEROS,BUENOS AIRES,Pampeana,-34.615824,-58.53732
6762,MARIO A.ONOFRIO S.R.L,4,AV.ALEM 547,CORDOBA,CORDOBA,Centro,-31.395329,-64.168211
6765,DEMAR S.A.,29,EVA PERON 32,CRUZ DEL EJE,CORDOBA,Centro,-30.726087,-64.803044
6766,DEMAR S.A.,1,EVA PERON 1421,CRUZ DEL EJE,CORDOBA,Centro,-30.737379,-64.790369
6767,ARG GAS CAMPANA S.A.,1,DE DOMINICIS 420,CAMPANA,BUENOS AIRES,Pampeana,-34.161923,-58.95154
6768,ESTACION INTEGRAL LAS AMERICAS SA,2,PTE. PERON 2176,BANFIELD,BUENOS AIRES,Pampeana,-34.74335,-58.43025
6769,BLASCO SILVIA MONICA,2,URIONDO 504,SAN SALVADOR DE JUJUY,JUJUY,Noroeste,-24.194443,-65.297292
6770,BLASCO CAROLINA MARIA MARCELA,2,RUTA NAC. 9 KM. 1784,TILCARA,JUJUY,Noroeste,-23.57284,-65.3974
6771,LAFECOM SA,2,AV SIR ALEXANDER FLEMING 1070,MARTINEZ,BUENOS AIRES,Pampeana,-34.491605,-58.52334
6772,TARSVA S.A.,2,MARCELO T. DE ALVEAR 2701,CASEROS,BUENOS AIRES,Pampeana,-34.61656,-58.54049
6774,GALO S.R.L,1,REPUBLICA DEL LIBANO (S) 48,LA BANDA,SANTIAGO DEL ESTERO,Noroeste,-27.738566,-64.247164
6779,ARRIAGA FABIAN,1,RUTA 12 KM 276,GRAL. GALARZA,ENTRE RIOS,Centro,-32.7330171864509,-59.3679521865083
6783,MARCELO H. PASTORINO,28,AV. SAN MARTIN 313,COPETONAS,BUENOS AIRES,Pampeana,-38.7219376180384,-60.4517006428528
6784,"AGUIRRE MICAMES, MARIA FERNANDA",1,SAN MARTÍN Nº 998,VISTA  FLORES,MENDOZA,Cuyo,-33.64798,-69.15418
6786,SARA ROSA SAIFAN DE HERRERA,2,Ruta NAC 157 km 50,SIMOCA,TUCUMAN,Cuyo,-27.26055,-65.35076
6787,SOLAR GAS S.A.,1,Nicolas Avellaneda 1811,AVELLANEDA,BUENOS AIRES,Pampeana,-34.65543,-58.34805
6790,ASPRO MZA S.A.,1,ACCESO SUR 8021,LUJAN DE CUYO,MENDOZA,Cuyo,-32.964961,-68.839797
6791,ARANEGA JUAN IGNACIO Y ARANEGA KARINA ANDREA,1,JULIO C.COUSTE 897,MAYOR BURATOVICH,BUENOS AIRES,Pampeana,-39.25861,-62.61563
6796,BURTOLI Y PARASCANDOLO S.H.,24,"RUTA 205 KM. 36,5",EZEIZA,BUENOS AIRES,Pampeana,-34.86851,-58.54048
6797,PARADOR DON VALENTIN S.R.L.,2,"AUT. RUTA 20, RUTA 2 Y ACCESO",LA TOMA,SAN LUIS,Cuyo,-33.061004,-65.637016
6798,INI S.A.,1,520 Y 162,LA PLATA,BUENOS AIRES,Pampeana,-34.941909,-58.039643
6800,COOPERATIVA AGROPECUARIA LIMITADA DE MAXIMO PAZ,1,RUTA 90 (EX RUTA 177) Y ACCESO 25 DE MAYO,MAXIMO PAZ,SANTA FE,Centro,-33.49484,-60.95351
6801,DEL VALLE GNC SRL,1,AV. LAFINUR 15,SAN LUIS,SAN LUIS,Cuyo,-33.314319,-66.343915
6802,FERRARO Y CIA. S.A.,2,AV. RIVADAVIA Y CRUZ MARQUES,LAS FLORES,BUENOS AIRES,Pampeana,-36.021495,-59.109309
6805,CHICOM S.A.,28,"AV. GAUUS ,ESQ GOBERNADOR OLMOS 5226",VILLA BELGRANO,CORDOBA,Centro,-31.361705,-64.252769
6806,PETROGUAZZ S.A.,2,AV. SAN MARTIN 390,TRENQUE LAUQUEN,BUENOS AIRES,Pampeana,-35.97117,-62.73312
6808,ESTACION DE SERVICIOS INDEPENDENCIA S.R.L.,2,AV. INDEPENDENCIA 775,SALTA,SALTA,Noroeste,-24.80784,-65.40584
6809,G Y S GAS S.A.,1,ESPAÑA 979,SAN MIGUEL DE TUCUMAN,TUCUMAN,Cuyo,-26.815769,-65.208849
6810,CAR GAS S.A.,8,Avda. Siria 920,SAN MIGUEL DE TUCUMAN,TUCUMAN,Cuyo,-26.817081,-65.207895
6811,VIII GRAZZIA S.A.,1,AV. MITRE 420,VILLA MARTELLI,BUENOS AIRES,Pampeana,-34.545332,-58.501432
6812,PETRO NORTE GNC SRL,4,PTE ARTURO ILLIA 6900,JOSE C. PAZ,BUENOS AIRES,Pampeana,-34.509058,-58.728884
6813,PETRO NORTE GNC SRL,20,YPOLITO IRIGOYEN 2688,EL TALAR,BUENOS AIRES,Pampeana,-34.47597,-58.66318
6814,ENERQUEN S.A.,4,RUTA 228 KM.1,NECOCHEA,BUENOS AIRES,Pampeana,-38.52789,-58.759807
6815,S.D.A. S.A.,1,SAN MARTIN 7881 - CARRODILLA,LUJAN DE CUYO,MENDOZA,Cuyo,-32.964911,-68.853604
6816,MENDOZA FUNDACIONAL S.A.,2,CORONEL BELTRAN 634,MENDOZA,MENDOZA,Cuyo,-32.87893,-68.82747
6819,COMBUSTIBLES QUEQUEN S.A,28,578 Nº2778,NECOCHEA,BUENOS AIRES,Pampeana,-38.53444,-58.707815
6820,NAON GNC SA,1,congreso 3820,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.562909,-58.47683
6821,PETRO OESTE GNC SRL,2,AV RIVADAVIA 12300,CIUDADELA,BUENOS AIRES,Pampeana,-34.64011,-58.5371
6823,ZAMPAR MARIA CRISTINA,4,RUTA 34 M 387,CERES,SANTA FE,Centro,-29.880206,-61.932688
6824,CARACAS COMBUSTIBLE SRL,4,AV. GAONA 2886 Y CARACAS,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.616842,-58.466406
6826,TOMASELLI RICARDO VICTOR,2,ARROYO ABRA VIEJA 399,TIGRE,BUENOS AIRES,Pampeana,-34.38711,-58.56164
6829,SENA HUMBERTO FABRICIO,26,AV BODEREAU 9185,CORDOBA,CORDOBA,Centro,-31.316479,-64.288492
6831,"URANGA,PEAGUDA Y OTROS SH",2,PRIMERA JUNTA 3263,MUNRO,BUENOS AIRES,Pampeana,-34.53666,-58.54609
6832,SINDICATO DE CHOFERES DE CAMIONES DE RIO NEGRO,28,RUTA NACIONAL 22. KM 1200,ALLEN,RIO NEGRO,Patagonia,-39.002376,-67.848085
6835,MER-GAS S.A.,1,AV 40 Y 47 S/N,MERCEDES,BUENOS AIRES,Pampeana,-34.6432,-59.44007
6836,MAR SAN S.R.L.,29,PAULA ALBARRACIN DE SARMIENTO 1984 (SUR),SAN JUAN,SAN JUAN,Cuyo,-31.5544,-68.54692
6838,COMBUSTIBLES Y SERVICIOS SRL,1,BENAVIDEZ 899 OESTE,CHIMBAS,SAN JUAN,Cuyo,-31.510939,-68.542685
6839,SERVICIOS LUARCA S.A.,4,"AV. CONSTITUCION 7751, ESQ. RIZZUTTO",MAR DEL PLATA,BUENOS AIRES,Pampeana,-37.951021,-57.580887
6840,AGRICULTORES FEDERADOS ARGENTINOS S.C.L.,1,RUTA 18 KM 50,SANTA TERESA,SANTA FE,Centro,-33.433971,-60.772901
6841,ESTACION DE SERVICIO DE LA COOPERATIVA AGRICOLA GANADERA LOS CONDORES,6,AV. RIO CUARTO 190- LOS CONDORES,LOS CONDORES,CORDOBA,Centro,-32.32061,-64.28316
6844,PRINGLES GAS S.A.,1,PRINGLES 764,VILLA MERCEDES,SAN LUIS,Cuyo,-33.692671,-65.44963
6845,SOC.COOP.AGRIC.GANAD.LTDA,1,PTE. ALVEAR Y GOETHE,GRAL. SAN MARTIN,LA PAMPA,Pampeana,-37.98202,-63.60197
6847,RODTEAM S.R.L.,4,RUTA 36  ENTRE 15 Y 15 A,BERAZATEGUI,BUENOS AIRES,Pampeana,-34.787899,-58.254766
6848,ACOTUR S.A.,1,RUTA 7 KM. 1145 USPALLATA,USPALLATA,MENDOZA,Cuyo,-32.621279,-69.348342
6849,GESAL S.A.,28,AV CIRCUNVALACION 795,ALEJANDRO ROCA,CORDOBA,Centro,-33.34641,-63.72415
6851,PETROGAS TANDIL S.A.,2,Avda España 597,TANDIL,BUENOS AIRES,Pampeana,-37.32309,-59.13884
6852,OPERADORA DE ESTACIONES DE SERVICIOS S.A.,2,AV. ANTÁRTIDA ARGENTINA Y CALLE 10,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.58687,-58.37246
6854,JYF S.R.L.,26,AVDA BELGRANO ESQ. AVDA ITALIA S/N,SAN FERNANDO DEL VALLE,CATAMARCA,Noroeste,-28.460506,-65.775399
6855,NIKSS SA,1,"RUTA 50 KM 74,500",AYACUCHO,BUENOS AIRES,Pampeana,-37.148276,-58.516319
6856,BELZA ANDRES CARLOS ( RUTA 3),26,RUTA 3 Y COSTANERA,SAN LUIS,SAN LUIS,Cuyo,-33.31389,-66.32944
6858,ZAMBON GLADYS E. Y LILIANA B.,26,RUTA NAC. 14 KM 429,COLONIA LIBERTAD,CORRIENTES,Noreste,-30.03971,-57.76774
6859,JUAN JOSE SUAREZ,4,AV. SAN MARTIN Nº 23,BALCARCE,BUENOS AIRES,Pampeana,-37.83807,-58.244806
6860,JUAN JOSE SUAREZ,1,RUTA 226 Y 55 S/N,BALCARCE,BUENOS AIRES,Pampeana,-37.818854,-58.220747
6861,DELLA VIOLA HNOS. S.H.,1,G. EZEIZA 9396,LOMA HERMOSA,BUENOS AIRES,Pampeana,-34.56734,-58.607637
6862,PARQUE BELGRANO SRL,8,AVENIDA BELGRANO 4300,SAN MIGUEL DE TUCUMAN,TUCUMAN,Cuyo,-26.808091,-65.255274
6863,J B SERVICIOS Y COMBUSTIBLES S.A.,2,AV CROVARA 4625,SAN JUSTO,BUENOS AIRES,Pampeana,-34.700052915,-58.54255488
6865,ESTACION EL BOSQUE S.A.,8,AVENIDA BELGRANO 2297 ESQ. EJÉRCITO DEL NORTE,SAN MIGUEL DE TUCUMAN,TUCUMAN,Cuyo,-26.81304,-65.22884
6868,SUPER GNC SRL,1,AV. PTE. PERON 3117/19,LAS TALITAS,TUCUMAN,Cuyo,-26.790011,-65.186776
6870,GNC EL TALAR S.A.,1,AV. HIPOLITO IRIGOYEN 1631/45,EL TALAR DE PACHECO,BUENOS AIRES,Pampeana,-34.466053,-58.645369
6871,MENENDEZ Y CIA SRL,26,AV. ARISTOBULO DEL VALLE 5621,SANTA FE,SANTA FE,Centro,-31.61611,-60.69769
6872,EUSKERA SRL,28,AV ALTE BROWN 399,BOLIVAR,BUENOS AIRES,Pampeana,-36.22706,-61.11106
6873,ASPRON S.R.L.,1,LAPRIDA 20,LA BANDA,SANTIAGO DEL ESTERO,Noroeste,-27.731273,-64.236609
6874,JOSE AFID SCHAMUN S.R.L.,26,Senador Luis Salim 1300,FRIAS,SANTIAGO DEL ESTERO,Noroeste,-28.63867,-65.11474
6876,CARTUJA S.A.,2,SAAVEDRA 27,CNEL. MOLDES,CORDOBA,Centro,-33.621756,-64.593042
6877,GNC DEL SUDESTE S.A.,1,JUJUY 2210,MAR DEL PLATA,BUENOS AIRES,Pampeana,-37.999588,-57.558296
6880,CHIQUI GARCÍA SRL,26,AVDA SAN LORENZO (OESTE) 1049,CONCORDIA,ENTRE RIOS,Centro,-31.38156,-58.03704
6881,CEREALES DON NINO SA,1,General Paz 317,JUNIN,BUENOS AIRES,Pampeana,-34.587167,-60.947122
6882,CEREALES DON NINO SA,30,AV. PRIMERA JUNTA 149,JUNIN,BUENOS AIRES,Pampeana,-34.584696,-60.933256
6883,CEREALES DON NINO SA,28,RUTA NAC. 7 KM 262.5,JUNIN,BUENOS AIRES,Pampeana,-34.5946,-60.9795
6885,EL GRAMILLAL AGISCA,1,RUTA NACIONAL 16  KM 577,GAONA,SALTA,Noroeste,-25.344887,-64.021844
6886,"ROSTAN, MARIA ELENA",2,RUTA NACIONAL Nº 11 946,BASAIL,CHACO,Noreste,-27.88292,-59.27924
6887,LANZONI FERNANDO A. Y ROSSI NICOLAS M. S.DE H.,26,"MANCHI Y MALVINAS ARG. RUTA 7 KM 101,8",SAN ANDRES DE GILES,BUENOS AIRES,Pampeana,-34.45479,-59.43863
6888,REGIARDO GERMAN,1,AV DE MAYO 1097,AREQUITO,SANTA FE,Centro,-33.14235,-61.46716
6889,ESER RIVADAVIA SR.L.,2,REMIGIO MANCINI 667,GRAL. BALDISERA,CORDOBA,Centro,-33.12122,-62.2994
6890,GENEPLUS SRL,26,AV. EVA PERON 3302,TEMPERLEY,BUENOS AIRES,Pampeana,-34.759614,-58.358511
6891,MAVICENTER S.A.,4,BOULEVARD BUENOS AIRES 290,MONTE GRANDE,BUENOS AIRES,Pampeana,-34.817409,-58.462503
6892,SERVICENTRO HIPODROMO S.R.L.,26,AV. MARQUEZ 825,SAN ISIDRO,BUENOS AIRES,Pampeana,-34.47947,-58.52314
6893,APODAL S.A,1,GUAYAQUIL Y JUNCAL,ING. WHITE,BUENOS AIRES,Pampeana,-38.76858,-62.26708
6897,PROMOVIL S.A.,4,LAVALLE Y LIMA,SAN MARTIN,MENDOZA,Cuyo,-33.072357,-68.47547
6899,COMBUSTIBLES Y SERVICIOS S.A.,1,20 DE JUNIO Y FALUCHO,GALVEZ,SANTA FE,Centro,-32.02877,-61.21578
6900,COMBUSTIBLES Y SERVICIOS S.A.,20,Ruta 80 S Y Mils,GALVEZ,SANTA FE,Centro,-32.03702,-61.200167
6902,PARANAY II,2,HOMERO 3596,LOMAS DE ZAMORA,BUENOS AIRES,Pampeana,-34.732855,-58.46407
6903,DEL VALLE COMUNICACIONES SRL,1,AV.ENRIQUE OCAMPO 415,S.F.V. DE CATAMARCA,CATAMARCA,Noroeste,-28.470233,-65.792917
6906,LA COMERCIAL GAS S.A.,1,AV. MARCONI 650,RIO CUARTO,CORDOBA,Centro,-33.11705,-64.35187
6907,SAN MARTIN EMPRENDIMIENTOS COMERCIALES SRL,4,SAN MARTIN 692,LAS FLORES,BUENOS AIRES,Pampeana,-36.016834,-59.097403
6910,RICON SRL,1,Uriburu 2010,ROSARIO,SANTA FE,Centro,-32.99105,-60.66301
6913,EG3 RED S.A.,20,AV. DEL LIBERTADOR 13101,MARTINEZ,BUENOS AIRES,Pampeana,-34.48951,-58.484827
6917,COMBUSTIBLES BARCELÓ SRL,1,ING. MARCOS ZALAZAR (RUTA 215) Y ABERASTAIN,POCITOS,SAN JUAN,Cuyo,-31.65573,-68.5766
6919,COMBUSTIBLES BARCELÓ SRL,2,JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215),POCITOS,SAN JUAN,Cuyo,-31.65859,-68.5663
6920,PEDEMONTE SRL,2,AZCUÉNAGA 745,LUJAN DE CUYO,MENDOZA,Cuyo,-33.0367,-68.86836
6921,LA NUEVA CIUDAD SRL,8,AV FUERZA AEREA Nº 19,SAN SALVADOR DE JUJUY,JUJUY,Noroeste,-24.23326,-65.27495
6922,DEHEZA S.A.I.C.F.I.,4,AV. PTE PERÒN 8499 - PARQUE LELOIR -,ITUZAINGO,BUENOS AIRES,Pampeana,-34.628613,-58.688326
6923,SOLAGUS S.A.,28,BRANDSEN 470,BAHIA BLANCA,BUENOS AIRES,Pampeana,-38.71866,-62.25397
6926,ALEJANDRA LIDIA PINTZAS,1,AV.MITRE Y DUFFY 849,CARMEN DE ARECO,BUENOS AIRES,Pampeana,-34.37769,-59.82716
6927,TRISTAN COMBUSTIBLES SRL,2,RUTA 2 KM 157,LEZAMA,BUENOS AIRES,Pampeana,-35.87708,-57.89432
6928,MAYO CAN S.A.,1,RUTA 205 Y AV. FROCHAM,SALADILLO,BUENOS AIRES,Pampeana,-35.62613,-59.77748
6932,AUTOGAS S.R.L.,1,AV. PRESIDENTE CASTILLO 2833,S.F.V. DE CATAMARCA,CATAMARCA,Noroeste,-28.458703,-65.748984
6933,VETVEL SA,4,Monteagudo 224,ROSARIO,SANTA FE,Centro,-32.92626,-60.6671
6940,BONFIGLI RONALDO FLAMINIO,26,25 de mayo 458,MARCOS JUAREZ,CORDOBA,Centro,-32.694591,-62.102949
6941,PETROGAS S.R.L.,2,RONDEAU 1511,ROSARIO,SANTA FE,Centro,-32.89887,-60.69147
6942,VALLARTA S.A.,4,ALBERTI 1996,MAR DEL PLATA,BUENOS AIRES,Pampeana,-38.009931,-57.546745
6943,SAMPIETRO HNOS. S.A.,4,MONSEÑOR BUFANO 3875,SAN JUSTO,BUENOS AIRES,Pampeana,-34.687878,-58.557985
6944,SERVICIOS DEL LAGO SRL,3,BUENOS AIRES 187,PARANA,ENTRE RIOS,Centro,-31.729962,-60.530849
6945,SERVICIOS DEL LAGO SRL,3,CARCANO 1048,VILLA CARLOS PAZ,CORDOBA,Centro,-31.438227,-64.501213
6946,RIO NEGRO COMBUSTIBLES S.R.L.,2,ALSINA E ISLAS MALVINAS,GRAL. ROCA,RIO NEGRO,Patagonia,-39.03299,-67.58957
6947,JORGE PIRRI Y CIA S.R.L.,2,Tucuman nº 1585,GRAL. ROCA,RIO NEGRO,Patagonia,-39.0268,-67.58718
6948,SERVICIOS TURISTICOS DE RUTAS S.A.,2,RUTA 205 138.5,ROQUE PEREZ,BUENOS AIRES,Pampeana,-35.3975,-59.408727
6949,WINE GAS S.A.,26,RUTA NACIONAL Nº 40 Y RUTA PROV. Nº 34,LAVALLE,MENDOZA,Cuyo,-32.71683,-68.67929
6952,7 DE AGOSTO S.R.L.,26,ruta 22 km 1200,ALLEN,RIO NEGRO,Patagonia,-39.01556,-67.83639
6953,ESTACION DE SERVICIO AMALIA,1,jujuy 1980,SAN MIGUEL DE TUCUMAN,TUCUMAN,Cuyo,-26.8564,-65.21746
6954,ESTACION FRATELLI S.R.L.,4,FISCHETTI 4705,CASEROS,BUENOS AIRES,Pampeana,-34.600079,-58.56187
6955,ESTACION SAINT MARTIN S.R.L.,28,Roque Saenz Peña 5286,JOSE C. PAZ,BUENOS AIRES,Pampeana,-34.520317,-58.75457
6958,SERVINORTE LOS NIETOS SRL,2,AV BOLIVIA Nº 20,SALTA,SALTA,Noroeste,-24.76886,-65.411859
6961,VAGNONI HNOS SA,28,ALSINA Y LAS HERAS,DAIREAUX,BUENOS AIRES,Pampeana,-36.60136,-61.74426
6962,COMBUSTIBLES SIMOSA S.R.L.,4,EVA PERON 402,TEMPERLEY,BUENOS AIRES,Pampeana,-34.776859,-58.391527
6963,MULTISERVICIOS CLAYPOLE S.R.L.,4,LACAZE 4194,CLAYPOLE,BUENOS AIRES,Pampeana,-34.806615,-58.339849
6964,SERVICAMPO SRL,26,HIPOLITO IRIGOYEN Y FRAY L. BELTRAN 100,HUINCA RENACO,CORDOBA,Centro,-34.838791,-64.370127
6970,RUMBO SUR SRL,26,PASO DEL LOS PATOS ESQ MOLDES,GUAYMALLEN,MENDOZA,Cuyo,-32.91458,-68.824168
6971,SERVICIOS DEL LAGO SRL,3,AV. FREYRE 2308,SANTA FE,SANTA FE,Centro,-31.646115,-60.718329
6973,ECOLOGICAL TIGER S.A.,4,AV. AVELLANEDA 3186 Y SUIPACHA 2114,VIRREYES,BUENOS AIRES,Pampeana,-34.458244,-58.566973
6974,MALENO S.A.,2,RUTA NAC. 9 KM 1199,RIO HONDO,SANTIAGO DEL ESTERO,Noroeste,-27.5404,-64.80331
6975,SANPETROL S.R.L.,1,AV. ROCA (S) 190,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,Noroeste,-27.78028,-64.26018
6977,ALLI VAMOS S.A.,2,H. YRIGOYEN 3723,JOSE C. PAZ,BUENOS AIRES,Pampeana,-34.52825,-58.77212
6978,AGOSTINO GERARDO EMILIO,2,CALLE 5 S/N,HINOJO,BUENOS AIRES,Pampeana,-36.86633,-60.16698
6981,GUISI SA,4,AVENIDA COLON 3510,CORDOBA,CORDOBA,Centro,-31.4002,-64.22689
6982,PAVARINI MAURO Y GENTILETTI FABIANA SH,1,CALLE 18 Nº 521,GODEKEN,SANTA FE,Centro,-33.40165,-61.84545
6983,VAZQUEZ HNOS DE JOSE Y JORGE  SRL,1,GENERAL RODRIGUEZ 2580,LANUS,BUENOS AIRES,Pampeana,-34.7099,-58.366622
6984,MANSUE S.A.,2,ALVEAR 2080,VILLA  BALLESTER,BUENOS AIRES,Pampeana,-34.545227,-58.548679
6985,PEREZ RICARDO NICOLAS,1,VICENTE LOPEZ 230,DEL CAMPILLO,CORDOBA,Centro,-34.38106,-64.493
6988,SUAREZ EDUARDO ALEJANDRO,4,H. IRIGOYEN Y CORDOBA,HERNANDARIAS,ENTRE RIOS,Centro,-31.232495,-59.98607
6989,ESTACION DE SERVICIOS SOLIS,4,AV. SOLÍS Y AV. COLÓN NRO.565,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,Noroeste,-27.822206,-64.25444
6990,ANDRICH E HIJOS SOC. COLECTIVA,26,COLÓN 1588,OLAVARRIA,BUENOS AIRES,Pampeana,-36.88167,-60.3275
6991,VENADO COMBUSTIBLE S.A.,1,PIACENZA 942,VENADO TUERTO,SANTA FE,Centro,-33.735563,-61.97682
6992,VENADO COMBUSTIBLE S.A.,1,ruta 8 y calle 121,VENADO TUERTO,SANTA FE,Centro,-33.774189,-61.95889
6993,MANESA S.A.,1,AV.PTE.PERON 1498-PARAJE ZEBALLOS,FLORENCIO VARELA,BUENOS AIRES,Pampeana,-34.810316,-58.25993
6995,CROVARA 3002 SRL,1,Avda Crovara 3002,LA TABLADA,BUENOS AIRES,Pampeana,-34.691145,-58.526906
6999,TRASLUX S.A.,28,RUTA 9 KM 88.5,ZARATE,BUENOS AIRES,Pampeana,-34.12546,-59.08166
7000,COSTACOM SOCIEDAD ANONIMA,1,"RUTA 11, KM 327,600",MAR DEL TUYU,BUENOS AIRES,Pampeana,-36.56135,-56.71641
7004,M LOGISTICA Y DISTRIBUCION S.R.L.,4,TTE. GRAL PERON ESQ. ARENALES,SALTA,SALTA,Noroeste,-24.769381,-65.441566
7005,OPESSA,2,AV BS AS Y BOULEVARD GESELL,VILLA GESELL,BUENOS AIRES,Pampeana,-37.24499,-56.97185
7007,AMALIA VICCINO,3,SATURNINO TORRES 425,NEUQUEN,NEUQUEN,Patagonia,-38.96009,-68.03979
7009,QUION S.A.,4,AV. MITRE Nº 319,VILLA MARTELLI,BUENOS AIRES,Pampeana,-34.545806,-58.499781
7010,PETROLERA ITALMAC SRL,26,AV ILLIA 211,SAN SALVADOR DE JUJUY,JUJUY,Noroeste,-24.170046,-65.312551
7011,ESSA S.R.L.,26,MARCHINI Y RUTA Nº 12,NOGOYA,ENTRE RIOS,Centro,-32.38236,-59.790231
7013,BERNO OSCAR,1,PERU ESQ. CHILE,SAN PEDRO,JUJUY,Noroeste,-24.240703,-64.875693
7015,AGROEMPRESA SAN FRANCISCO S.A.,3,AV. 9 DE JULIO 693,CNEL. MOLDES,CORDOBA,Centro,-33.62627,-64.60398
7016,EL CRUCE S.R.L.,2,RUTA  16 Y 95,SAENZ PEÑA,CHACO,Noreste,-26.81384,-60.41675
7017,SERIGAS SH,1,ROCA Y MORENO,CARHUE,BUENOS AIRES,Pampeana,-37.183589,-62.766077
7018,LUIS CESAR FETTER,3,San Martin 241,JUAN JOSE CASTELLI,CHACO,Noreste,-25.94809,-60.62244
7020,LUIS Y NORBERTO MONDINO S.A.,26,AVDA.DEL LIBERTADOR (N) 1398,SAN FRANCISCO,CORDOBA,Centro,-31.417006,-62.081902
7021,CONCAPAB SRL,1,NACIONAL S/N,ANGACO,SAN JUAN,Cuyo,-31.46086,-68.410328
7022,RAFITA S.A.,4,R.O.DEL URUGUAY Y DEL CARMEN,CAÑUELAS,BUENOS AIRES,Pampeana,-35.046444,-58.752616
7023,COMBUSTIBLES BARCELÓ S.R.L.,2,MENDOZA Y SIVORI,RAWSON,SAN JUAN,Cuyo,-31.58016,-68.53314
7024,COMBUSTIBLES BARCELÓ S.R.L.,2,GRAL. ACHA Y RUTA N° 40,RAWSON,SAN JUAN,Cuyo,-31.5754,-68.51888
7026,COMBUSTIBLES BARCELÓ S.R.L.,2,MATIAS ZABALLA Y FALUCHO,SAN JUAN,SAN JUAN,Cuyo,-31.52426,-68.54894
